order_quantity,number_of_items,current_stock,reorder_level,shortage_quantity,supplier_lead_time,processing_time,shipping_time,fulfillment_days
25,6,127,63,0,12.5,1.2,1.4,2.82
4,4,220,55,0,8.0,1.22,3.1,4.48
29,4,0,56,29,12.4,1.88,3.66,20.32
10,4,1,61,9,10.3,1.42,3.9,19.6
46,5,226,59,0,8.2,1.36,1.15,2.72
2,2,104,69,0,10.6,1.0,5.39,6.45
8,1,5,42,3,10.6,0.96,5.63,18.94
4,4,3,68,1,15.0,1.29,3.3,22.27
8,6,45,48,0,6.4,1.16,4.18,5.58
21,3,14,37,7,8.8,1.21,1.0,13.43
14,5,38,44,0,11.6,1.57,5.24,7.13
13,2,5,44,8,7.6,1.29,1.62,13.32
14,8,3,47,11,9.8,1.58,3.18,16.79
20,5,65,45,0,8.2,1.42,3.05,4.62
7,3,0,44,7,9.1,1.46,3.79,16.26
31,8,102,64,0,6.9,1.55,3.54,5.4
30,1,14,92,16,23.9,1.13,3.95,31.52
23,5,34,41,0,4.8,1.59,3.83,5.63
27,9,52,51,0,8.2,1.76,2.96,4.85
21,10,12,37,9,10.5,1.79,1.0,15.49
103,6,72,68,31,10.5,1.91,6.5,22.56
15,6,95,81,0,17.2,1.24,3.44,4.8
12,1,0,42,12,6.4,1.07,4.86,13.92
8,5,5,48,3,5.5,1.37,3.94,12.37
6,4,52,47,0,8.6,1.36,4.12,5.8
5,2,0,62,5,10.5,1.23,3.08,18.22
7,1,30,31,0,9.3,1.2,3.46,4.79
15,3,6,78,9,15.6,1.04,1.86,22.56
22,4,8,43,14,6.7,1.49,3.46,13.58
17,3,0,49,17,8.3,1.26,3.53,16.08
8,4,0,54,8,13.2,1.59,3.61,21.03
37,6,4,52,33,10.6,1.58,5.67,19.77
32,7,11,73,21,17.4,1.95,5.6,26.83
14,8,10,43,4,10.6,2.38,3.42,18.54
9,2,103,44,0,6.3,0.69,1.31,2.31
27,4,2,88,25,16.4,1.56,3.11,24.82
19,4,237,56,0,15.6,1.26,5.94,7.26
4,2,117,65,0,12.4,1.12,2.91,4.2
15,7,196,99,0,25.9,1.31,1.84,3.3
21,4,107,49,0,10.8,1.52,3.77,5.35
7,5,4,57,3,11.2,1.47,3.81,18.88
20,6,158,70,0,15.4,1.83,3.12,5.18
4,3,71,60,0,11.9,1.2,5.57,7.09
55,5,49,44,6,11.1,1.52,4.09,18.16
51,9,176,48,0,5.5,1.87,3.41,5.58
13,3,2,40,11,6.1,1.24,3.76,12.66
23,5,0,45,23,6.1,1.81,2.98,12.93
2,2,65,62,0,9.2,0.81,1.37,2.33
6,4,0,57,6,17.7,1.55,4.04,25.96
13,6,82,96,0,21.7,1.3,3.56,4.96
6,2,125,79,0,18.8,1.24,1.39,2.7
31,5,204,92,0,19.2,1.64,6.25,7.94
99,8,0,35,99,7.3,1.97,3.64,14.54
6,5,1,63,5,10.6,1.86,4.44,19.47
8,2,60,32,0,7.0,1.07,3.52,8.42
20,5,15,63,5,12.2,1.62,3.79,22.3
70,5,109,52,0,9.2,1.57,1.44,3.27
5,5,39,36,0,5.5,1.02,3.06,4.26
21,5,102,51,0,12.9,1.4,3.69,5.33
85,8,9,42,76,7.9,1.68,2.84,15.95
4,3,60,62,0,10.2,1.3,1.94,3.43
5,4,2,62,3,8.5,1.35,2.91,15.1
11,4,67,83,0,13.6,1.32,3.1,4.73
10,3,3,61,7,11.3,1.35,1.06,16.4
34,8,132,56,0,10.5,1.68,1.78,3.65
20,1,89,84,0,18.5,0.82,5.5,6.64
3,3,0,67,3,8.8,1.29,1.73,13.8
26,3,11,66,15,12.6,1.19,3.2,22.34
10,7,115,49,0,8.9,1.37,5.95,7.62
52,5,130,108,0,28.5,1.41,3.26,4.89
9,3,2,72,7,16.7,1.2,4.55,25.6
9,6,5,92,4,21.2,1.68,1.0,27.48
27,1,107,48,0,11.2,1.04,3.72,4.93
33,7,116,68,0,17.0,1.25,3.5,4.98
25,5,92,41,0,6.7,1.4,3.15,4.67
4,3,0,36,4,6.3,1.19,3.68,14.14
27,4,112,57,0,9.7,1.33,1.07,2.48
6,6,1,65,5,12.1,1.36,1.02,18.94
20,3,172,80,0,17.8,1.12,5.48,6.95
5,3,71,59,0,10.8,0.84,6.04,7.16
25,6,107,52,0,9.7,1.46,3.23,4.75
8,6,4,29,4,14.8,1.66,3.11,21.87
5,5,3,77,2,20.6,1.26,3.65,31.27
31,4,178,76,0,15.2,0.95,1.99,3.16
20,5,261,53,0,12.9,1.17,2.86,4.12
9,6,332,83,0,16.9,1.38,3.65,5.22
61,3,170,82,0,16.4,1.51,3.74,5.53
11,7,83,66,0,15.2,1.43,4.07,5.69
17,5,133,67,0,16.5,1.34,3.37,5.0
21,5,51,59,0,12.2,1.54,4.2,6.04
9,3,209,92,0,22.6,1.01,6.26,7.33
25,11,92,47,0,6.4,1.78,2.65,4.78
10,5,50,41,0,13.9,1.2,3.64,5.09
11,4,4,39,7,8.1,1.47,1.49,13.24
56,2,151,47,0,11.7,1.22,3.94,5.43
6,5,2,16,4,6.5,1.05,4.03,13.32
2,2,1,44,1,9.1,1.09,3.06,17.17
70,6,79,36,0,9.6,1.78,3.91,5.88
163,4,420,58,0,13.2,2.01,5.94,8.1
11,5,86,43,0,8.8,1.39,1.18,2.85
3,3,2,56,1,9.9,1.25,4.15,18.23
12,3,85,66,0,15.1,0.91,3.29,4.44
13,4,137,61,0,18.0,1.11,1.51,2.93
14,6,3,54,11,9.4,1.54,3.47,16.57
6,3,396,106,0,19.3,1.14,3.73,4.93
28,3,2,77,26,14.6,1.26,4.09,21.53
26,1,212,88,0,19.1,0.8,4.22,5.33
4,4,3,55,1,11.4,1.57,3.91,19.0
31,9,162,46,0,9.8,1.78,1.0,2.91
104,7,193,49,0,10.7,1.85,6.66,8.65
19,10,61,64,0,13.0,1.97,6.27,8.52
12,1,0,45,12,11.3,1.14,3.99,19.02
14,4,5,59,9,11.4,1.48,5.86,21.03
29,1,11,60,18,14.6,1.2,5.99,24.57
3,2,55,31,0,8.8,1.17,1.93,3.19
19,4,100,51,0,11.9,1.12,4.41,5.75
12,4,1,53,11,6.5,1.17,1.59,11.57
87,5,45,56,42,10.9,1.9,2.94,17.68
14,5,2,15,12,9.5,1.64,3.77,16.69
74,4,161,44,0,9.7,1.41,1.42,6.7
6,3,2,51,4,7.0,1.51,3.02,13.6
28,6,83,45,0,8.6,1.48,1.44,3.13
22,3,98,67,0,13.2,0.95,3.71,4.91
8,3,3,40,5,7.6,1.2,6.47,17.75
19,3,7,39,12,5.4,1.57,3.28,12.13
49,2,91,65,0,14.0,1.31,5.8,7.22
12,2,422,94,0,25.1,1.22,1.45,2.78
4,2,0,53,4,8.4,1.26,4.29,15.38
16,7,8,57,8,6.7,1.61,4.1,13.54
7,2,139,95,0,22.3,0.94,3.75,4.74
12,4,7,38,5,5.2,1.28,3.74,11.47
15,6,1,55,14,13.6,1.8,3.36,21.87
4,2,95,55,0,8.1,0.96,3.85,4.91
4,2,1,94,3,24.8,1.19,3.05,31.64
25,9,67,59,0,10.3,1.52,1.72,3.56
10,3,213,55,0,8.7,0.73,1.0,1.87
2,2,132,42,0,3.9,0.73,1.0,2.08
33,3,89,80,0,15.5,1.06,5.13,6.49
21,2,2,78,19,15.1,1.48,6.85,26.08
9,3,117,68,0,18.8,1.26,1.43,2.95
5,2,3,50,2,12.2,0.98,2.89,18.89
35,1,50,38,0,9.8,1.02,4.6,5.95
23,5,4,61,19,17.4,1.79,3.15,25.47
140,2,47,64,93,9.1,1.86,3.74,17.29
24,3,17,30,7,6.3,1.34,5.65,16.04
23,7,17,52,6,13.4,1.82,1.86,19.83
14,5,149,72,0,16.5,1.23,3.49,5.06
34,4,96,31,0,5.9,1.59,1.16,3.04
29,8,167,80,0,11.8,1.86,2.9,4.93
51,6,16,67,35,15.6,1.8,1.18,20.37
10,2,51,53,0,8.8,1.15,1.05,2.46
11,2,87,83,0,22.2,1.17,5.21,6.43
11,6,47,30,0,8.4,1.32,3.83,5.39
34,6,57,40,0,8.4,1.4,4.0,5.64
63,7,8,42,55,9.2,1.79,3.19,16.52
11,6,75,36,0,7.4,1.59,1.0,2.72
11,6,1,31,10,8.4,1.41,6.16,17.59
22,3,146,59,0,11.7,1.58,3.57,5.35
13,3,136,42,0,7.8,0.7,3.05,3.85
39,15,163,49,0,14.0,2.16,5.97,8.38
2,2,1,41,1,6.1,1.08,2.26,10.55
8,3,67,53,0,7.8,1.18,3.5,4.77
8,2,5,104,3,22.4,1.16,3.43,33.14
2,2,0,22,2,8.3,1.35,2.1,13.98
7,2,105,48,0,10.9,1.12,1.61,3.07
7,5,50,42,0,11.3,1.04,3.54,4.9
14,4,11,37,3,7.2,1.22,6.88,18.49
45,6,165,60,0,8.1,1.34,3.14,4.54
13,4,0,53,13,12.7,1.47,2.83,21.18
7,2,94,42,0,8.4,1.2,1.91,3.31
16,4,154,38,0,8.2,1.08,1.97,3.3
42,3,50,62,0,8.0,1.48,6.48,8.3
7,5,72,57,0,18.7,1.04,3.4,4.55
7,1,3,69,4,17.0,1.02,3.18,24.58
27,2,114,49,0,11.7,1.16,5.44,6.89
13,3,72,35,0,10.2,1.07,5.6,6.84
29,4,14,68,15,11.5,1.53,1.0,17.89
16,3,0,44,16,13.1,1.39,5.8,25.04
31,6,113,58,0,13.2,1.45,4.25,5.93
6,3,38,46,0,8.4,1.18,5.75,7.03
16,5,7,43,9,9.4,1.83,1.56,14.78
14,5,48,31,0,9.0,1.53,1.75,3.57
6,5,2,57,4,12.2,1.5,5.84,21.89
4,3,279,71,0,18.3,1.42,3.33,4.8
30,4,2,63,28,10.9,1.75,6.58,21.03
12,3,121,61,0,11.3,1.13,3.58,4.85
7,3,146,64,0,7.8,0.96,4.01,5.32
15,3,82,40,0,5.8,0.84,4.57,5.7
45,7,12,56,33,9.3,2.03,3.11,16.21
2,1,206,62,0,14.3,0.91,1.43,2.41
4,3,71,62,0,7.8,0.97,3.42,4.54
7,3,87,37,0,5.4,1.21,1.28,2.6
61,6,0,62,61,13.4,2.2,1.31,19.41
21,2,3,66,18,12.8,1.48,2.13,18.52
33,11,69,41,0,8.5,1.73,1.54,3.35
6,3,86,41,0,8.1,1.11,4.62,6.01
6,6,169,56,0,9.6,1.71,3.32,5.26
25,3,46,55,0,8.8,1.65,4.18,5.98
17,1,3,91,14,20.3,1.27,2.29,28.79
27,4,61,50,0,9.5,1.06,3.46,4.63
14,8,0,62,14,12.4,1.87,6.2,27.06
21,9,2,62,19,10.1,1.68,6.4,20.29
19,3,14,49,5,12.6,1.12,3.25,18.76
33,6,0,48,33,8.6,1.35,4.25,15.65
34,2,0,18,34,8.5,1.13,3.13,16.94
4,2,0,62,4,10.9,1.29,3.27,19.3
2,2,1,38,1,8.1,1.32,3.27,17.19
41,8,115,42,0,9.3,1.66,3.6,5.32
48,10,34,64,14,14.0,2.24,6.15,23.44
7,4,284,82,0,17.3,1.06,3.21,4.39
3,3,342,118,0,23.3,1.0,3.45,4.61
18,3,110,48,0,13.6,0.81,5.5,6.61
38,1,25,51,13,12.2,1.18,6.52,24.24
83,6,33,46,50,7.5,1.55,3.81,15.24
26,2,69,65,0,16.4,0.85,3.34,4.36
12,6,191,92,0,19.9,1.47,5.91,7.67
7,5,0,47,7,9.1,1.24,3.2,16.53
17,6,9,101,8,22.4,1.29,5.58,32.21
13,8,136,72,0,17.1,1.24,1.01,2.4
7,5,145,69,0,13.7,1.38,5.58,7.12
104,4,12,43,92,10.2,1.9,3.93,18.21
82,7,28,60,54,6.6,2.06,1.97,12.07
46,4,101,68,0,20.4,1.37,1.0,2.52
7,2,34,33,0,6.4,0.99,3.81,5.07
35,6,126,72,0,20.8,1.69,1.0,2.85
29,6,174,98,0,21.9,1.25,1.84,3.37
24,3,63,49,0,7.5,1.24,1.54,2.97
51,3,89,28,0,6.4,1.14,1.27,2.76
29,6,7,59,22,9.0,1.31,1.7,15.92
32,7,0,47,32,10.5,1.63,4.11,20.58
29,6,129,52,0,8.7,1.48,2.66,4.44
22,3,116,55,0,9.0,1.01,4.01,5.18
3,3,68,51,0,10.6,1.1,3.14,4.32
18,1,182,93,0,20.0,0.79,2.14,3.25
10,6,3,51,7,10.1,1.89,6.39,20.49
5,1,115,69,0,14.1,0.79,5.5,6.59
75,5,27,39,48,6.7,1.7,5.74,15.65
78,7,8,37,70,11.2,2.12,3.72,20.32
56,6,69,49,0,9.3,1.43,6.43,8.02
21,6,0,56,21,13.9,1.53,3.71,22.27
55,2,6,55,49,6.5,1.73,3.68,13.34
17,6,0,64,17,18.0,1.44,5.71,29.78
20,7,4,61,16,9.1,1.61,1.52,13.78
6,4,3,44,3,8.0,1.48,3.47,15.12
24,8,103,94,0,21.8,1.56,1.0,2.76
17,3,12,45,5,12.0,1.3,3.65,18.51
5,5,0,51,5,10.5,1.3,5.83,19.91
16,4,50,34,0,6.5,1.48,4.12,5.89
15,4,4,65,11,7.5,1.3,4.03,14.71
83,5,84,34,0,6.6,1.78,3.58,5.6
37,4,134,66,0,10.9,1.16,6.5,7.88
17,6,168,86,0,17.0,1.26,3.78,5.36
21,5,137,71,0,12.4,1.4,3.49,4.96
17,4,49,50,0,11.2,1.61,1.0,2.69
14,4,157,72,0,10.6,1.01,3.43,4.56
6,1,126,89,0,15.3,1.15,3.35,4.61
14,2,122,55,0,9.9,1.08,3.45,8.59
8,6,65,35,0,6.0,1.38,3.4,5.04
5,1,56,63,0,16.2,1.25,4.0,5.45
26,7,87,47,0,7.0,1.62,4.05,5.9
23,8,95,39,0,5.8,1.78,3.28,5.14
3,1,246,61,0,12.1,1.07,5.4,6.78
15,7,52,23,0,5.1,1.32,5.56,7.01
40,6,148,55,0,10.7,1.22,6.56,7.85
43,4,131,68,0,11.5,1.09,3.93,5.17
41,8,84,69,0,12.9,1.47,5.49,7.29
17,8,112,56,0,12.4,1.55,2.84,4.57
8,7,87,39,0,6.4,1.43,1.23,2.9
6,3,3,54,3,15.3,1.47,6.81,27.77
22,7,114,47,0,10.6,1.29,6.19,7.69
23,2,15,46,8,9.2,1.19,3.39,15.7
52,5,79,47,0,6.5,1.48,1.44,3.14
44,8,174,66,0,16.6,1.18,2.65,4.05
15,6,130,61,0,15.9,1.44,3.37,5.05
5,4,114,55,0,8.7,1.73,6.56,8.61
12,6,5,57,7,13.0,1.63,3.32,20.13
20,5,69,57,0,14.3,1.47,3.39,5.2
14,3,9,59,5,9.6,1.26,1.65,14.72
10,3,328,76,0,16.0,1.04,2.99,4.16
21,2,12,70,9,16.4,1.79,3.65,24.98
10,3,57,34,0,5.5,1.21,1.13,2.51
9,8,156,69,0,14.1,1.8,3.28,5.38
22,8,134,54,0,8.8,1.94,3.33,5.5
11,1,122,46,0,7.6,1.23,3.33,4.75
20,4,52,38,0,5.1,1.32,1.55,2.92
21,5,104,49,0,11.1,1.53,3.47,5.17
6,2,0,45,6,9.5,1.2,3.42,17.8
11,3,2,46,9,8.6,1.26,6.05,20.94
60,7,46,57,14,14.5,1.95,5.59,23.81
6,2,162,105,0,30.0,0.93,2.53,3.76
2,1,129,61,0,13.0,0.83,3.5,4.67
3,3,124,60,0,9.5,1.0,3.19,4.41
17,5,3,51,14,16.2,1.4,1.7,21.43
17,8,47,39,0,7.2,1.56,3.25,5.02
15,3,72,51,0,8.8,0.99,1.0,2.29
49,2,379,67,0,11.4,1.05,3.45,4.68
1,1,1,75,0,11.5,1.19,6.47,8.06
23,3,16,67,7,15.5,1.38,1.64,20.2
67,6,49,103,18,19.7,1.95,5.36,39.39
6,2,242,74,0,15.3,0.78,3.22,4.25
12,3,84,92,0,19.8,1.41,1.28,2.81
8,2,281,74,0,20.2,1.0,1.42,2.55
7,2,280,63,0,12.1,1.56,1.24,2.93
12,6,4,61,8,10.1,1.74,2.71,18.1
59,6,79,58,0,13.9,1.47,3.44,5.06
86,7,71,15,15,5.7,1.56,4.14,14.16
12,8,82,71,0,15.4,1.38,3.21,4.72
91,2,420,65,0,14.6,1.3,2.94,4.32
17,3,6,56,11,7.1,1.19,2.14,11.66
80,12,225,75,0,18.9,2.09,6.86,9.21
15,2,8,66,7,16.6,1.51,1.32,23.93
19,6,81,51,0,13.5,1.21,3.61,5.14
23,5,9,46,14,10.1,1.44,3.6,16.18
287,9,401,108,0,19.2,2.73,6.4,9.27
35,4,34,23,1,5.8,0.95,3.0,14.03
9,9,62,40,0,10.5,1.78,5.99,8.04
39,5,337,65,0,14.2,1.21,1.01,2.35
12,3,212,95,0,17.3,1.08,3.66,5.06
11,3,1,80,10,16.4,1.35,4.18,24.33
37,3,131,58,0,6.9,0.97,6.15,7.37
17,4,11,57,6,12.9,1.69,3.12,19.2
21,2,7,43,14,11.6,2.15,3.95,19.39
17,3,4,33,13,5.5,1.3,5.73,14.52
22,8,9,40,13,6.7,1.59,3.71,13.94
24,4,196,36,0,5.1,1.16,3.15,4.38
3,3,87,35,0,5.5,1.25,2.9,4.36
30,5,8,48,22,6.9,1.48,3.16,13.12
7,2,103,46,0,10.2,1.12,2.28,3.57
4,1,2,44,2,10.5,1.12,3.01,18.53
16,5,60,49,0,12.7,1.24,4.46,6.04
18,9,10,49,8,8.3,1.89,4.73,17.67
9,1,2,78,7,17.7,1.22,2.79,24.73
35,5,173,82,0,16.0,1.43,4.28,5.89
5,1,109,75,0,12.5,0.87,1.07,2.19
11,4,162,75,0,21.1,1.71,5.82,7.68
10,3,113,59,0,12.0,0.91,5.99,7.06
16,5,0,37,16,6.1,1.46,2.76,12.26
21,6,49,49,0,14.0,1.28,1.97,3.43
7,3,0,51,7,11.3,1.52,3.45,19.5
32,3,0,65,32,9.2,1.39,1.21,15.97
17,1,9,45,8,9.7,1.22,1.92,15.66
3,2,0,54,3,13.1,1.21,2.9,20.2
3,1,103,59,0,12.3,0.95,1.52,2.52
16,2,122,103,0,23.2,0.74,5.54,6.39
13,5,88,54,0,11.7,1.16,2.93,4.36
15,5,0,60,15,12.0,1.5,4.4,20.99
16,2,4,33,12,11.2,1.4,3.56,19.12
20,1,126,61,0,11.1,0.89,3.93,4.9
39,7,0,45,39,7.0,1.82,5.77,16.9
6,5,1,57,5,8.7,1.42,3.04,16.05
6,3,0,43,6,13.0,1.63,1.0,16.94
6,5,113,36,0,6.1,0.91,3.36,4.44
21,5,112,61,0,9.8,1.51,2.75,4.34
50,2,0,73,50,18.3,1.25,3.54,25.53
11,3,43,51,0,9.6,1.55,2.92,4.61
2,1,364,82,0,20.6,1.0,3.71,4.92
4,3,1,47,3,9.7,1.35,2.43,14.49
8,3,6,84,2,16.4,1.18,7.27,26.27
10,1,165,42,0,11.4,1.0,3.64,4.84
11,3,68,42,0,7.1,1.12,3.49,4.68
17,4,149,95,0,22.8,0.73,3.18,4.15
12,4,4,51,8,6.8,1.16,5.65,16.21
42,5,24,48,18,9.0,1.91,1.09,14.08
9,3,147,107,0,24.1,1.02,4.17,5.5
8,1,92,58,0,12.0,0.7,3.32,4.29
25,8,17,47,8,8.0,1.97,4.47,16.27
4,4,0,57,4,11.2,1.7,3.08,18.94
23,5,12,71,11,13.8,1.59,5.94,23.29
18,3,107,56,0,9.6,1.35,2.93,4.51
14,4,119,70,0,19.1,1.67,3.74,5.6
69,3,2,49,67,8.3,1.47,3.41,14.66
9,3,37,42,0,5.1,1.64,3.48,5.46
105,6,84,85,21,15.7,1.93,3.36,24.28
13,6,53,43,0,10.4,1.09,3.75,5.06
5,4,2,78,3,16.4,1.47,6.3,26.59
18,7,130,47,0,9.4,1.4,3.87,5.36
6,3,0,64,6,13.0,1.26,3.08,20.04
8,1,64,39,0,9.2,1.33,3.64,5.2
24,1,17,52,7,10.0,0.99,1.28,15.57
27,4,117,43,0,6.2,1.2,4.1,5.37
9,3,62,33,0,7.0,0.99,1.61,2.86
40,4,5,74,35,12.4,1.4,3.64,19.04
47,4,136,55,0,15.7,1.06,3.38,4.66
60,6,177,67,0,12.9,1.51,1.13,2.79
26,3,58,20,0,7.5,0.8,3.53,4.52
56,5,0,60,56,13.4,1.69,6.55,24.15
3,1,2,49,1,7.6,1.16,1.15,11.33
12,4,132,66,0,12.3,1.24,4.09,5.4
8,3,3,46,5,8.3,1.46,1.76,13.59
18,3,91,50,0,10.2,0.95,2.59,3.63
10,4,2,53,8,8.6,1.37,3.09,15.89
14,3,104,73,0,13.7,1.39,4.53,6.07
89,11,93,63,0,9.1,2.13,5.95,8.3
14,2,59,52,0,13.9,0.99,3.09,4.31
24,7,72,33,0,4.6,1.78,1.11,3.05
13,1,92,49,0,16.0,0.89,3.44,4.45
18,2,67,30,0,7.5,0.91,1.91,3.12
17,2,146,77,0,19.9,0.81,3.35,4.25
25,6,141,59,0,9.4,1.39,3.15,4.78
47,6,64,73,0,18.2,2.16,1.0,3.25
72,7,119,35,0,5.5,1.75,1.09,2.97
22,5,152,77,0,17.0,1.59,5.69,7.37
28,6,96,39,0,7.9,1.41,1.64,3.4
6,4,249,54,0,17.0,1.1,6.18,7.56
15,7,202,47,0,10.9,1.75,4.15,6.14
38,6,78,50,0,9.8,1.38,2.96,4.66
36,2,86,84,0,18.4,1.01,3.56,4.86
20,5,15,46,5,8.8,1.67,6.07,17.67
37,2,191,90,0,20.6,1.02,1.05,2.38
26,2,97,61,0,9.9,1.14,3.91,5.22
48,5,291,67,0,11.2,1.17,6.77,8.2
21,6,101,59,0,11.8,1.09,1.51,2.75
12,1,26,31,0,6.9,1.03,3.29,4.46
22,5,0,48,22,12.7,1.53,6.67,23.62
1,1,39,34,0,7.9,1.2,6.2,7.62
23,4,45,33,0,7.3,1.19,5.45,6.77
1,1,73,44,0,7.3,1.06,1.41,2.65
3,3,1,69,2,9.4,1.23,3.34,17.1
25,5,9,82,16,18.7,1.44,3.12,25.31
25,8,84,46,0,8.3,1.5,3.14,4.77
6,2,148,70,0,12.5,1.09,3.2,4.63
9,5,2,69,7,18.0,1.63,6.36,31.09
56,1,65,62,0,9.9,1.45,3.37,4.89
11,2,0,67,11,11.7,1.36,3.54,20.79
124,5,44,83,80,19.4,2.18,3.94,27.88
16,1,11,84,5,13.5,1.09,3.37,19.5
24,7,19,72,5,12.9,1.82,2.96,20.07
70,6,92,55,0,10.9,1.68,3.92,5.86
19,1,115,84,0,20.3,1.02,3.33,4.47
7,1,95,46,0,9.4,0.68,4.3,5.04
15,4,49,47,0,8.9,1.18,3.95,7.73
16,5,71,50,0,9.6,1.09,1.74,3.08
5,3,92,62,0,14.0,1.02,3.6,4.94
13,2,72,57,0,12.2,0.93,6.51,7.62
8,4,48,32,0,7.6,1.08,3.61,4.87
38,5,170,61,0,14.7,1.66,2.52,7.6
17,4,12,47,5,13.4,2.13,3.45,21.4
13,1,0,51,13,8.3,1.03,3.76,16.53
15,9,0,61,15,12.6,1.62,5.55,22.02
20,5,101,71,0,16.2,1.24,7.17,8.71
29,6,11,60,18,9.8,1.5,5.93,18.86
7,3,66,29,0,5.5,0.92,3.75,4.75
6,2,53,46,0,10.5,0.91,2.03,3.07
44,9,82,36,0,9.6,1.25,3.77,5.36
11,4,54,47,0,5.1,1.59,3.45,5.19
5,1,3,55,2,9.0,1.26,1.68,14.56
25,8,118,56,0,7.0,1.67,5.91,7.69
25,4,5,94,20,18.2,1.63,5.96,27.91
4,1,138,74,0,18.3,1.0,2.98,4.05
20,9,12,55,8,13.1,1.74,3.38,20.86
32,4,49,35,0,10.2,1.62,2.96,4.75
23,4,46,39,0,9.4,1.11,6.0,7.44
29,2,19,67,10,15.6,1.02,3.32,23.11
5,4,4,31,1,9.9,1.26,1.73,14.53
22,4,79,43,0,10.7,1.66,5.33,7.08
13,6,113,58,0,12.0,1.14,5.58,6.92
11,7,176,94,0,20.2,1.43,3.09,4.85
36,5,0,31,36,5.8,1.33,3.49,12.98
62,6,43,48,19,8.4,1.9,3.39,15.42
83,5,181,59,0,6.4,1.76,6.49,8.4
54,3,0,43,54,12.9,1.62,3.52,20.29
15,2,86,49,0,5.8,0.68,3.5,4.24
23,4,3,49,20,7.9,1.47,3.03,14.32
33,6,99,70,0,11.6,1.35,5.87,10.04
18,7,6,77,12,14.7,1.85,1.0,20.77
18,5,236,47,0,10.4,1.33,3.72,5.35
35,1,71,46,0,8.0,0.81,1.87,2.86
16,4,1,36,15,9.5,1.59,2.82,16.05
9,1,72,45,0,9.3,1.05,3.52,4.69
11,3,0,70,11,15.5,1.05,3.45,24.5
29,4,177,50,0,8.3,1.46,6.54,8.12
16,2,9,76,7,15.1,1.18,3.05,22.53
22,5,138,69,0,10.4,1.65,5.66,7.59
30,8,169,69,0,16.7,1.72,3.62,5.58
12,2,7,67,5,11.2,1.11,1.28,15.42
32,6,212,50,0,8.6,1.19,3.3,4.55
23,6,288,60,0,16.6,1.3,1.3,2.67
5,4,108,97,0,24.5,1.18,3.74,5.19
60,7,102,58,0,11.5,1.72,4.01,5.93
10,5,77,62,0,15.6,1.31,3.46,4.9
4,4,0,46,4,11.3,1.37,3.38,23.56
6,3,97,35,0,8.2,1.03,3.8,4.93
7,7,5,69,2,17.0,1.59,3.59,24.76
17,3,82,33,0,6.8,1.39,1.57,3.27
13,5,60,53,0,6.4,1.32,6.51,7.99
12,6,137,50,0,17.1,1.25,5.52,7.08
29,6,50,52,0,9.7,1.68,1.38,3.11
22,6,51,48,0,7.1,1.36,3.06,4.64
22,4,178,76,0,20.6,0.95,3.26,4.42
24,7,71,63,0,14.3,1.29,5.43,7.03
29,8,0,50,29,10.5,1.69,3.33,18.03
2,1,122,59,0,12.4,1.02,3.67,4.81
12,4,139,64,0,11.8,1.38,1.0,2.44
2,2,132,71,0,14.2,0.78,1.35,2.24
17,5,96,47,0,10.3,1.35,5.96,7.51
16,7,53,52,0,14.8,1.64,3.38,5.08
42,4,48,58,0,11.5,1.32,1.0,2.52
48,7,173,30,0,5.2,1.77,3.93,5.95
20,6,9,43,11,8.8,1.63,3.92,17.75
10,6,71,66,0,13.6,1.37,4.01,5.64
25,5,10,36,15,6.4,1.46,3.25,14.27
10,3,132,60,0,11.5,0.8,3.58,4.72
16,6,171,76,0,9.7,1.91,3.17,5.4
40,5,2,93,38,20.8,1.66,5.52,31.64
10,5,68,81,0,15.0,1.52,2.99,4.71
34,6,66,46,0,6.5,1.31,6.09,7.58
30,8,142,65,0,13.9,1.42,1.88,3.61
7,4,111,56,0,9.6,1.34,4.08,5.49
40,5,17,60,23,11.1,1.71,3.48,18.72
31,6,111,59,0,9.6,2.0,3.19,5.36
18,2,136,88,0,21.1,0.89,3.46,4.58
8,7,102,72,0,20.3,1.35,3.94,5.42
8,8,31,32,0,8.3,1.41,6.73,12.51
10,4,113,78,0,16.7,0.77,4.03,5.01
27,7,106,37,0,8.7,1.51,1.99,3.58
7,2,82,53,0,8.1,1.04,4.11,8.69
24,8,128,70,0,11.5,1.25,1.53,3.02
5,4,4,53,1,10.9,1.34,1.63,19.33
14,3,46,56,0,7.6,1.3,3.98,5.36
18,8,83,41,0,5.9,1.54,3.73,5.34
149,10,101,56,48,11.1,1.96,3.89,18.82
5,5,2,45,3,7.6,1.58,5.73,16.94
62,5,1,43,61,9.9,1.47,4.13,17.65
19,6,88,66,0,17.4,1.36,1.28,2.83
24,7,0,36,24,10.2,1.84,4.0,17.54
18,3,57,31,0,5.8,1.28,1.46,2.97
25,7,155,95,0,16.6,1.41,3.26,4.95
14,5,0,47,14,13.2,1.41,2.6,19.19
61,7,102,58,0,15.4,1.62,3.4,5.25
11,4,0,47,11,10.8,1.56,2.94,19.89
46,4,34,47,12,10.7,1.64,3.08,16.34
9,4,265,103,0,25.2,1.5,1.73,3.3
16,3,64,56,0,13.2,0.98,2.82,3.91
6,5,250,71,0,16.5,1.62,4.05,6.02
25,5,146,108,0,30.0,1.21,4.63,6.07
60,4,130,95,0,24.8,1.56,3.28,5.18
